id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
25275,Female,24,1,9.0,1,< 1 Year,No,38806.0,152.0,31,0
19824,Male,22,1,35.0,1,< 1 Year,No,36337.0,152.0,108,0
14086,Female,26,1,28.0,1,< 1 Year,No,46546.0,152.0,281,0
36768,Male,39,1,28.0,0,1-2 Year,Yes,29904.0,26.0,280,0
20838,Male,52,1,14.0,1,1-2 Year,No,25110.0,26.0,66,0
44981,Female,25,1,8.0,0,< 1 Year,Yes,42896.0,152.0,28,0
3142,Male,22,1,30.0,1,< 1 Year,No,22844.0,152.0,247,0
95364,Male,40,1,37.0,0,> 2 Years,Yes,35340.0,124.0,225,0
54003,Female,22,1,46.0,1,< 1 Year,No,28332.0,152.0,53,0
67398,Female,28,1,30.0,1,< 1 Year,No,43972.0,152.0,66,0
62324,Female,23,1,27.0,0,< 1 Year,Yes,28280.0,152.0,206,0
2311,Female,23,1,41.0,0,< 1 Year,Yes,38338.0,152.0,56,0
8795,Female,29,1,28.0,0,1-2 Year,Yes,25597.0,154.0,29,1
58176,Female,51,1,20.0,0,> 2 Years,Yes,2630.0,26.0,85,0
87014,Female,27,1,33.0,0,< 1 Year,No,31455.0,124.0,109,0
25802,Female,41,1,7.0,1,1-2 Year,No,47539.0,26.0,208,0
20485,Male,75,1,11.0,1,1-2 Year,No,37212.0,26.0,285,0
81939,Female,35,1,28.0,0,1-2 Year,Yes,27466.0,124.0,134,1
28104,Male,51,1,28.0,0,1-2 Year,Yes,20827.0,124.0,155,0
92145,Male,50,1,50.0,0,1-2 Year,Yes,35906.0,26.0,55,0
12138,Male,40,1,8.0,0,1-2 Year,Yes,33655.0,29.0,44,1
98456,Male,45,1,46.0,1,1-2 Year,No,18314.0,90.0,113,0
45152,Male,22,1,39.0,0,1-2 Year,Yes,26629.0,154.0,292,0
17388,Female,27,1,10.0,1,< 1 Year,No,18679.0,152.0,242,0
50955,Male,47,1,8.0,0,1-2 Year,Yes,25392.0,124.0,75,0
14369,Female,42,1,3.0,0,1-2 Year,Yes,43040.0,163.0,165,0
88645,Male,27,1,39.0,1,< 1 Year,No,2630.0,152.0,192,0
84086,Female,23,1,28.0,1,< 1 Year,No,34482.0,152.0,64,0
85620,Male,33,1,30.0,1,< 1 Year,No,2630.0,160.0,14,0
82066,Male,28,1,39.0,0,< 1 Year,Yes,57169.0,124.0,217,1
91839,Female,26,1,11.0,1,< 1 Year,No,32338.0,152.0,142,0
97387,Female,24,1,28.0,0,1-2 Year,No,39432.0,124.0,179,0
63697,Female,59,1,28.0,0,> 2 Years,Yes,45979.0,26.0,34,0
7116,Male,25,1,30.0,1,< 1 Year,Yes,35249.0,157.0,126,0
48174,Male,31,1,48.0,0,1-2 Year,Yes,2630.0,156.0,239,0
10808,Female,24,1,15.0,0,< 1 Year,Yes,21979.0,152.0,294,0
93071,Male,24,1,43.0,1,< 1 Year,No,32293.0,152.0,220,0
22425,Male,22,1,37.0,0,< 1 Year,Yes,31801.0,152.0,50,0
28326,Male,45,1,28.0,1,1-2 Year,No,36487.0,26.0,192,0
11498,Female,41,1,28.0,0,1-2 Year,Yes,30090.0,26.0,12,1
10017,Male,23,1,34.0,1,< 1 Year,No,28862.0,151.0,125,0
92082,Female,28,1,8.0,1,< 1 Year,No,33135.0,152.0,207,0
93019,Female,24,1,8.0,1,< 1 Year,No,40531.0,152.0,71,0
57190,Male,63,1,47.0,0,1-2 Year,Yes,38252.0,124.0,293,0
71798,Male,75,1,28.0,0,1-2 Year,Yes,44384.0,26.0,141,0
85751,Female,26,1,6.0,0,< 1 Year,No,18879.0,152.0,12,0
55933,Male,23,1,28.0,1,< 1 Year,No,39585.0,152.0,94,0
28782,Female,29,1,33.0,1,< 1 Year,No,2630.0,152.0,84,0
34484,Female,23,1,36.0,0,< 1 Year,Yes,29361.0,160.0,261,0
84496,Male,23,1,15.0,0,< 1 Year,No,32945.0,152.0,107,0
93511,Female,23,1,28.0,0,< 1 Year,Yes,59447.0,152.0,229,1
18060,Male,71,1,41.0,0,1-2 Year,No,45192.0,26.0,45,0
49521,Male,27,1,6.0,1,< 1 Year,No,2630.0,152.0,141,0
24829,Male,39,1,21.0,0,1-2 Year,Yes,2630.0,156.0,80,1
2814,Female,29,1,28.0,0,< 1 Year,No,32757.0,152.0,184,0
12499,Male,48,1,4.0,0,1-2 Year,Yes,2630.0,156.0,222,0
46791,Female,36,1,13.0,1,1-2 Year,No,2630.0,152.0,65,0
63200,Male,24,1,8.0,0,< 1 Year,Yes,2630.0,152.0,30,0
61297,Male,55,1,48.0,0,1-2 Year,Yes,2630.0,15.0,40,1
82403,Male,68,1,0.0,1,1-2 Year,No,2630.0,11.0,162,0
44188,Male,22,1,28.0,0,< 1 Year,Yes,30500.0,152.0,21,0
42651,Male,22,1,23.0,0,< 1 Year,Yes,23502.0,152.0,183,0
94625,Female,77,1,48.0,0,1-2 Year,Yes,2630.0,26.0,158,0
56760,Female,24,1,36.0,1,< 1 Year,No,26345.0,152.0,148,0
34173,Female,41,1,46.0,1,1-2 Year,No,2630.0,152.0,148,0
71287,Female,50,1,28.0,0,1-2 Year,Yes,42827.0,124.0,161,0
81881,Male,40,1,28.0,0,1-2 Year,Yes,96364.0,26.0,116,0
3313,Female,23,1,28.0,0,< 1 Year,Yes,41847.0,152.0,267,0
23091,Female,23,1,14.0,1,< 1 Year,No,29649.0,152.0,55,0
59145,Male,54,1,28.0,0,1-2 Year,Yes,32559.0,124.0,297,0
9751,Male,23,1,29.0,1,< 1 Year,No,23309.0,152.0,59,0
52720,Male,42,1,36.0,1,1-2 Year,No,41619.0,124.0,26,0
95281,Male,41,1,21.0,1,1-2 Year,No,45868.0,124.0,207,0
68651,Female,37,1,46.0,0,1-2 Year,Yes,29966.0,124.0,131,0
95233,Female,52,1,28.0,0,1-2 Year,Yes,30493.0,26.0,212,0
46772,Male,43,1,39.0,0,1-2 Year,Yes,31073.0,124.0,36,0
92021,Female,27,1,15.0,1,< 1 Year,No,36385.0,160.0,83,0
28386,Female,40,1,29.0,0,1-2 Year,Yes,33404.0,155.0,65,0
64033,Female,40,1,28.0,0,1-2 Year,Yes,28374.0,124.0,197,1
45651,Female,49,1,7.0,0,1-2 Year,Yes,2630.0,152.0,110,0
35071,Male,67,1,28.0,0,1-2 Year,Yes,33166.0,29.0,173,0
12049,Male,29,1,28.0,0,1-2 Year,No,47977.0,124.0,157,0
85253,Male,24,1,5.0,1,< 1 Year,No,2630.0,152.0,277,0
78883,Male,42,1,43.0,1,1-2 Year,No,26969.0,163.0,155,0
13325,Male,58,1,15.0,1,1-2 Year,No,32086.0,26.0,161,0
44538,Male,22,1,25.0,1,< 1 Year,No,29485.0,152.0,290,0
23925,Male,66,1,11.0,1,1-2 Year,No,17873.0,120.0,47,0
17830,Female,55,1,28.0,1,1-2 Year,No,32239.0,122.0,210,0
82656,Female,42,1,48.0,0,1-2 Year,Yes,2630.0,26.0,293,0
77071,Male,57,1,47.0,1,1-2 Year,No,37064.0,26.0,221,0
63655,Female,45,1,28.0,0,1-2 Year,Yes,39490.0,124.0,271,0
4672,Male,30,1,30.0,0,< 1 Year,Yes,2630.0,156.0,165,0
9779,Male,53,1,28.0,0,1-2 Year,Yes,47617.0,124.0,277,1
35687,Male,25,1,50.0,1,< 1 Year,No,2630.0,152.0,17,0
86409,Female,27,1,14.0,1,< 1 Year,No,38339.0,152.0,61,0
39856,Female,35,1,46.0,0,1-2 Year,Yes,28371.0,124.0,151,1
40496,Female,37,1,3.0,0,1-2 Year,Yes,2630.0,156.0,158,1
73294,Male,47,1,28.0,0,1-2 Year,Yes,70366.0,124.0,103,0
45829,Female,31,1,28.0,1,< 1 Year,No,2630.0,152.0,283,0
47285,Male,45,1,38.0,0,1-2 Year,Yes,27557.0,26.0,10,0
29948,Male,25,1,28.0,1,< 1 Year,No,53032.0,152.0,30,0
24979,Female,23,1,28.0,1,< 1 Year,No,46734.0,152.0,250,0
71933,Male,53,1,24.0,1,1-2 Year,No,32034.0,147.0,281,0
37658,Female,48,1,28.0,0,1-2 Year,Yes,33224.0,29.0,174,0
56955,Female,21,1,12.0,1,< 1 Year,No,32928.0,152.0,43,0
39988,Male,58,1,6.0,0,1-2 Year,Yes,32961.0,124.0,119,0
20260,Male,53,1,18.0,1,1-2 Year,No,26806.0,26.0,202,0
35723,Female,32,1,36.0,0,< 1 Year,Yes,21669.0,152.0,193,0
71913,Male,43,1,6.0,0,1-2 Year,Yes,37289.0,124.0,265,1
75310,Male,77,1,28.0,0,1-2 Year,Yes,56383.0,26.0,144,0
70397,Female,51,1,37.0,0,1-2 Year,Yes,2630.0,124.0,192,1
13941,Female,45,1,28.0,0,1-2 Year,Yes,47277.0,26.0,155,1
89663,Female,24,1,33.0,1,< 1 Year,No,52019.0,152.0,65,0
81345,Female,51,1,28.0,0,< 1 Year,No,2630.0,1.0,184,0
9127,Male,64,1,28.0,1,1-2 Year,No,39136.0,26.0,125,0
97123,Male,54,1,1.0,0,1-2 Year,Yes,2630.0,3.0,185,0
61581,Male,25,1,32.0,0,< 1 Year,No,33682.0,152.0,165,0
94938,Male,20,1,16.0,0,< 1 Year,Yes,36786.0,160.0,196,0
21,Male,65,1,28.0,0,1-2 Year,Yes,41184.0,124.0,116,0
75030,Male,23,1,42.0,0,< 1 Year,No,31131.0,152.0,215,0
63751,Male,22,1,36.0,0,< 1 Year,Yes,49012.0,152.0,145,0
39375,Male,41,1,15.0,0,1-2 Year,Yes,33514.0,124.0,135,1
34199,Male,39,1,41.0,1,1-2 Year,Yes,30094.0,26.0,113,0
67576,Female,38,1,29.0,0,1-2 Year,Yes,32373.0,26.0,24,1
61454,Female,45,1,28.0,0,1-2 Year,Yes,26206.0,26.0,49,0
80475,Male,45,1,28.0,0,1-2 Year,No,24036.0,13.0,129,0
52001,Female,64,1,28.0,1,1-2 Year,No,32822.0,124.0,126,0
12152,Female,23,1,36.0,0,< 1 Year,Yes,53365.0,152.0,130,0
40356,Male,44,1,28.0,1,1-2 Year,No,42585.0,124.0,292,0
89735,Female,24,1,10.0,1,< 1 Year,No,17062.0,152.0,153,0
24018,Male,54,1,11.0,1,1-2 Year,No,28944.0,26.0,116,0
22297,Female,30,1,8.0,1,< 1 Year,No,50597.0,152.0,80,0
62780,Female,55,1,28.0,1,1-2 Year,No,2630.0,154.0,207,0
57781,Male,29,1,12.0,1,< 1 Year,No,27440.0,152.0,211,0
34923,Male,49,1,28.0,0,1-2 Year,No,2630.0,124.0,241,0
28116,Male,67,1,28.0,0,> 2 Years,Yes,55511.0,26.0,38,0
91844,Female,21,1,17.0,0,< 1 Year,No,2630.0,160.0,128,0
4476,Male,41,1,28.0,0,1-2 Year,Yes,28188.0,124.0,119,1
2479,Male,48,1,8.0,0,1-2 Year,No,59019.0,26.0,286,0
31523,Male,23,1,31.0,1,< 1 Year,No,2630.0,152.0,37,0
96553,Female,44,1,8.0,1,1-2 Year,Yes,48217.0,124.0,71,0
25139,Male,49,1,28.0,0,1-2 Year,Yes,48143.0,26.0,217,1
77925,Male,40,1,11.0,0,1-2 Year,Yes,2630.0,124.0,259,0
10089,Male,44,1,28.0,0,1-2 Year,Yes,2630.0,124.0,63,0
43825,Female,21,1,26.0,1,< 1 Year,No,35784.0,152.0,18,0
87926,Female,68,1,31.0,0,1-2 Year,Yes,2630.0,3.0,67,0
13937,Male,40,1,28.0,0,1-2 Year,Yes,42462.0,124.0,53,0
19614,Male,43,1,29.0,0,1-2 Year,Yes,30380.0,26.0,168,0
25416,Female,39,1,28.0,0,1-2 Year,Yes,40133.0,26.0,207,0
41008,Female,33,1,8.0,0,< 1 Year,Yes,25188.0,152.0,296,1
58303,Male,73,1,28.0,1,1-2 Year,No,59220.0,26.0,57,0
28726,Male,21,1,3.0,0,1-2 Year,Yes,54030.0,26.0,126,0
82640,Female,23,1,8.0,0,< 1 Year,Yes,49967.0,152.0,39,0
94575,Female,39,1,29.0,1,1-2 Year,No,2630.0,124.0,239,0
37194,Male,23,1,36.0,1,< 1 Year,No,63003.0,152.0,47,0
3036,Male,47,1,7.0,0,1-2 Year,Yes,50725.0,26.0,41,1
28847,Female,47,1,30.0,0,1-2 Year,Yes,25849.0,124.0,230,0
75636,Male,37,1,28.0,0,1-2 Year,No,52581.0,26.0,115,0
48865,Female,48,1,43.0,0,1-2 Year,Yes,31505.0,26.0,215,0
30491,Male,63,1,28.0,0,1-2 Year,Yes,34541.0,26.0,18,0
2373,Female,24,1,49.0,0,< 1 Year,Yes,27321.0,160.0,14,0
43528,Male,37,1,41.0,0,1-2 Year,Yes,29760.0,26.0,244,0
79832,Female,25,1,8.0,1,< 1 Year,No,62549.0,152.0,123,0
59119,Female,78,1,28.0,0,1-2 Year,Yes,44269.0,26.0,177,0
98318,Male,36,1,2.0,0,1-2 Year,Yes,29594.0,152.0,46,0
96376,Male,42,1,28.0,0,1-2 Year,Yes,43747.0,26.0,262,1
58761,Male,59,1,7.0,0,1-2 Year,No,57039.0,26.0,47,0
61274,Male,48,1,28.0,0,1-2 Year,Yes,46642.0,26.0,43,1
46842,Male,24,1,36.0,1,< 1 Year,No,35469.0,152.0,196,0
73857,Female,57,1,39.0,0,1-2 Year,Yes,45922.0,124.0,47,0
64983,Female,28,1,14.0,1,< 1 Year,No,25315.0,152.0,99,0
41767,Female,30,1,46.0,1,< 1 Year,No,22988.0,152.0,200,0
89799,Female,21,1,46.0,0,< 1 Year,Yes,34175.0,152.0,194,0
61260,Male,54,1,28.0,0,> 2 Years,Yes,48595.0,122.0,287,0
76284,Male,40,1,11.0,1,1-2 Year,No,31602.0,26.0,56,0
87920,Male,51,1,41.0,0,1-2 Year,Yes,2630.0,109.0,103,0
53544,Female,59,1,28.0,0,1-2 Year,Yes,35463.0,26.0,99,0
95010,Female,27,1,41.0,0,< 1 Year,No,26346.0,152.0,157,0
71141,Male,44,1,33.0,0,1-2 Year,Yes,25103.0,124.0,220,0
38829,Male,36,1,23.0,0,1-2 Year,Yes,32096.0,26.0,296,0
90029,Male,56,1,28.0,0,1-2 Year,Yes,25982.0,26.0,81,0
72459,Female,78,1,28.0,0,1-2 Year,Yes,27935.0,124.0,47,0
88528,Male,51,1,25.0,0,1-2 Year,Yes,40120.0,26.0,94,0
10095,Male,29,1,35.0,1,< 1 Year,No,37950.0,152.0,224,0
19113,Male,46,1,28.0,1,1-2 Year,Yes,50926.0,26.0,282,0
97460,Female,24,1,36.0,1,< 1 Year,No,28821.0,152.0,17,0
29662,Female,62,1,33.0,1,1-2 Year,Yes,33074.0,26.0,161,0
59633,Female,43,1,28.0,0,1-2 Year,No,40559.0,26.0,80,0
96210,Female,63,1,28.0,0,1-2 Year,Yes,62020.0,30.0,103,0
12314,Female,23,1,37.0,0,< 1 Year,Yes,40337.0,152.0,139,0
38184,Male,45,1,39.0,0,1-2 Year,Yes,44171.0,124.0,228,0
58368,Female,24,1,14.0,1,< 1 Year,No,30596.0,152.0,280,0
95643,Male,57,1,28.0,1,1-2 Year,No,36227.0,122.0,205,0
94978,Female,29,1,18.0,0,< 1 Year,Yes,43516.0,152.0,67,1
23685,Female,25,1,25.0,1,< 1 Year,No,28689.0,152.0,235,0
23483,Male,50,1,8.0,0,1-2 Year,Yes,45534.0,26.0,156,1
41891,Male,38,1,28.0,0,1-2 Year,Yes,23248.0,124.0,167,0
24169,Male,40,1,28.0,1,1-2 Year,No,52392.0,26.0,73,0
95358,Male,43,1,28.0,0,1-2 Year,Yes,38731.0,26.0,163,0
55807,Female,52,1,28.0,0,1-2 Year,Yes,33982.0,26.0,112,0
74055,Male,50,1,11.0,0,> 2 Years,Yes,2630.0,124.0,175,0
70198,Female,22,1,2.0,1,< 1 Year,No,27776.0,152.0,197,0
53421,Female,74,1,28.0,1,1-2 Year,Yes,27316.0,26.0,130,0
36636,Male,24,1,28.0,1,< 1 Year,No,35183.0,152.0,55,0
18464,Female,30,1,35.0,0,< 1 Year,Yes,26916.0,124.0,194,0
87385,Male,28,1,30.0,0,< 1 Year,Yes,31792.0,154.0,268,0
96328,Male,22,1,48.0,0,< 1 Year,No,2630.0,152.0,43,0
34895,Male,47,1,28.0,0,1-2 Year,Yes,38905.0,26.0,96,1
15834,Male,50,1,28.0,0,1-2 Year,Yes,32232.0,26.0,287,0
86990,Female,23,1,36.0,1,< 1 Year,No,37563.0,152.0,88,0
52748,Male,37,1,8.0,0,< 1 Year,Yes,2630.0,1.0,166,0
72021,Male,46,1,28.0,0,1-2 Year,Yes,34405.0,26.0,190,1
37717,Female,23,1,18.0,1,< 1 Year,No,40003.0,152.0,183,0
91820,Female,28,1,34.0,0,< 1 Year,No,35782.0,26.0,190,0
14940,Female,37,1,30.0,1,1-2 Year,No,24339.0,152.0,239,0
22243,Female,27,1,46.0,1,< 1 Year,No,35033.0,152.0,189,0
47172,Male,41,1,28.0,0,1-2 Year,Yes,44305.0,147.0,200,0
71165,Male,53,1,8.0,1,1-2 Year,No,32459.0,124.0,253,0
32694,Male,30,1,12.0,1,1-2 Year,No,20619.0,124.0,31,0
40409,Female,44,1,28.0,0,1-2 Year,Yes,34270.0,124.0,206,0
73825,Male,21,1,28.0,0,< 1 Year,Yes,54660.0,153.0,211,0
43441,Female,25,1,46.0,1,< 1 Year,No,18484.0,152.0,37,0
20813,Male,43,1,38.0,1,1-2 Year,No,25484.0,124.0,215,0
26500,Male,29,1,28.0,0,< 1 Year,Yes,37489.0,152.0,140,0
55009,Female,35,1,11.0,1,1-2 Year,No,2630.0,157.0,63,0
91949,Female,28,1,28.0,1,< 1 Year,No,27199.0,152.0,213,0
80633,Male,47,1,28.0,0,1-2 Year,Yes,41728.0,26.0,182,1
71552,Male,31,1,30.0,1,< 1 Year,No,36016.0,152.0,92,0
46610,Female,24,1,3.0,0,< 1 Year,Yes,2630.0,156.0,20,0
90975,Male,46,1,28.0,0,1-2 Year,Yes,2630.0,124.0,36,0
61591,Female,27,1,40.0,1,< 1 Year,No,29035.0,152.0,228,0
98994,Female,25,1,41.0,1,< 1 Year,No,20732.0,152.0,190,0
43944,Female,23,1,41.0,1,< 1 Year,No,24015.0,152.0,258,0
7253,Male,63,1,19.0,1,1-2 Year,Yes,26311.0,26.0,73,0
27476,Female,44,1,28.0,1,1-2 Year,No,38176.0,26.0,88,0
28727,Female,69,1,28.0,0,> 2 Years,Yes,38295.0,122.0,220,0
96957,Male,27,1,36.0,1,< 1 Year,No,28720.0,152.0,88,0
2037,Female,73,1,28.0,1,1-2 Year,No,48686.0,125.0,206,0
92037,Female,36,1,15.0,0,1-2 Year,Yes,24449.0,152.0,23,0
70813,Female,28,1,41.0,1,< 1 Year,No,40080.0,152.0,87,0
17893,Female,26,1,30.0,1,< 1 Year,No,26914.0,152.0,154,0
97107,Male,39,1,50.0,0,1-2 Year,Yes,30989.0,18.0,106,0
56854,Female,26,1,10.0,1,< 1 Year,No,18177.0,152.0,209,0
26426,Male,69,1,28.0,1,1-2 Year,No,35143.0,23.0,23,0
53539,Female,42,1,29.0,0,1-2 Year,Yes,41061.0,26.0,106,0
59229,Female,42,1,28.0,0,1-2 Year,Yes,33979.0,26.0,223,1
553,Female,44,1,28.0,1,1-2 Year,No,34612.0,26.0,62,0
26617,Female,23,1,17.0,0,< 1 Year,Yes,25652.0,152.0,229,0
82054,Female,21,1,36.0,0,< 1 Year,Yes,2630.0,156.0,210,0
58263,Male,24,1,14.0,1,< 1 Year,No,22288.0,152.0,219,0
42581,Male,50,1,8.0,0,> 2 Years,Yes,33396.0,124.0,74,1
62049,Female,22,1,8.0,0,< 1 Year,Yes,84328.0,152.0,232,0
97992,Female,56,1,29.0,0,1-2 Year,Yes,2630.0,154.0,131,0
35957,Female,24,1,11.0,0,< 1 Year,Yes,21996.0,26.0,238,1
62150,Male,44,1,11.0,0,1-2 Year,Yes,37014.0,26.0,56,1
1736,Male,46,1,28.0,0,> 2 Years,Yes,37116.0,26.0,91,0
16141,Female,28,1,11.0,1,< 1 Year,No,35606.0,152.0,161,0
41862,Male,30,1,43.0,0,1-2 Year,Yes,29867.0,124.0,106,1
12381,Male,45,1,4.0,0,1-2 Year,Yes,30383.0,26.0,253,0
28259,Female,24,1,36.0,1,< 1 Year,No,35431.0,152.0,187,0
69216,Male,41,1,41.0,0,1-2 Year,Yes,39532.0,154.0,186,1
50710,Female,40,1,12.0,1,1-2 Year,No,2630.0,152.0,188,0
16498,Female,70,1,28.0,0,1-2 Year,Yes,50196.0,122.0,205,0
68988,Male,28,1,41.0,1,< 1 Year,No,46275.0,152.0,212,0
62364,Male,24,1,46.0,0,< 1 Year,Yes,23445.0,152.0,252,0
62696,Female,24,1,28.0,1,< 1 Year,No,38086.0,152.0,114,0
41065,Female,22,1,47.0,0,< 1 Year,Yes,28379.0,152.0,226,0
959,Male,36,1,29.0,0,> 2 Years,Yes,28075.0,156.0,230,0
92969,Female,25,1,38.0,0,< 1 Year,Yes,27699.0,152.0,253,0
8906,Female,21,1,43.0,0,1-2 Year,Yes,29400.0,154.0,57,0
87323,Male,21,1,8.0,0,1-2 Year,Yes,28553.0,154.0,187,1
95651,Male,44,1,50.0,0,1-2 Year,Yes,33118.0,26.0,193,1
567,Female,32,1,43.0,0,< 1 Year,No,2630.0,152.0,167,0
10264,Female,35,1,50.0,0,1-2 Year,Yes,25500.0,154.0,203,0
6373,Male,44,1,28.0,0,> 2 Years,Yes,2630.0,26.0,121,0
71589,Male,46,1,28.0,1,1-2 Year,No,42321.0,124.0,221,0
83418,Male,47,1,28.0,0,> 2 Years,Yes,37443.0,124.0,221,1
52699,Male,61,1,8.0,0,1-2 Year,Yes,43612.0,163.0,91,0
22638,Male,23,1,28.0,0,< 1 Year,Yes,26889.0,152.0,171,0
53315,Male,30,1,30.0,1,< 1 Year,No,35337.0,152.0,259,0
38657,Female,34,1,28.0,1,1-2 Year,No,29643.0,26.0,186,0
59006,Female,37,1,28.0,0,1-2 Year,No,31975.0,8.0,268,0
29784,Female,55,1,28.0,0,1-2 Year,Yes,32340.0,124.0,68,0
96122,Female,41,1,45.0,1,1-2 Year,No,29878.0,152.0,20,0
88921,Male,22,1,3.0,0,< 1 Year,Yes,25994.0,152.0,146,1
93034,Male,57,1,28.0,0,1-2 Year,Yes,30597.0,26.0,48,0
14926,Female,44,1,28.0,0,1-2 Year,Yes,36966.0,124.0,111,0
68113,Female,67,1,28.0,0,> 2 Years,Yes,55123.0,26.0,81,0
86490,Female,25,1,24.0,0,< 1 Year,Yes,47743.0,152.0,205,0
28149,Female,25,1,8.0,1,< 1 Year,No,29023.0,152.0,41,0
21253,Male,24,1,41.0,1,< 1 Year,No,31736.0,152.0,157,0
82609,Male,43,1,28.0,0,1-2 Year,Yes,58145.0,124.0,271,1
10849,Female,61,1,47.0,1,1-2 Year,No,2630.0,152.0,71,0
19309,Female,25,1,11.0,1,< 1 Year,No,19291.0,152.0,186,0
97718,Male,24,1,14.0,1,< 1 Year,No,23603.0,152.0,239,0
56837,Male,55,1,28.0,0,1-2 Year,Yes,35276.0,124.0,125,0
27597,Male,60,1,50.0,0,1-2 Year,Yes,39580.0,124.0,122,0
79082,Male,53,1,28.0,1,1-2 Year,No,30049.0,26.0,260,0
6718,Male,52,1,28.0,0,1-2 Year,Yes,2630.0,26.0,155,1
73588,Female,24,1,28.0,1,< 1 Year,No,62660.0,152.0,264,0
67702,Male,21,1,28.0,0,< 1 Year,Yes,30219.0,152.0,223,0
3993,Female,70,1,28.0,1,1-2 Year,No,46613.0,26.0,213,0
15336,Male,65,0,28.0,0,1-2 Year,Yes,26494.0,124.0,158,0
64040,Male,57,1,28.0,0,> 2 Years,Yes,29002.0,124.0,182,0
6497,Female,46,1,28.0,0,> 2 Years,Yes,49145.0,26.0,23,0
58807,Male,31,1,3.0,1,< 1 Year,No,30710.0,152.0,108,0
19460,Female,23,1,35.0,1,< 1 Year,No,27140.0,160.0,272,0
16469,Male,20,1,8.0,1,< 1 Year,No,33266.0,160.0,220,0
40317,Male,44,1,28.0,0,1-2 Year,Yes,2630.0,23.0,51,0
97653,Male,20,1,46.0,1,< 1 Year,No,31870.0,160.0,242,0
23941,Male,74,1,28.0,0,1-2 Year,Yes,48788.0,122.0,237,0
48867,Male,62,1,9.0,0,1-2 Year,Yes,41466.0,124.0,161,0
29219,Male,28,1,50.0,0,< 1 Year,Yes,21538.0,152.0,128,0
20134,Female,22,1,14.0,1,< 1 Year,No,45893.0,152.0,132,0
36513,Male,36,1,28.0,0,1-2 Year,No,39680.0,124.0,224,0
96381,Male,39,1,35.0,0,1-2 Year,Yes,2630.0,124.0,213,0
21516,Male,26,1,28.0,1,< 1 Year,No,75479.0,152.0,50,0
26843,Male,25,1,50.0,1,< 1 Year,Yes,2630.0,160.0,54,0
62140,Male,50,1,18.0,0,1-2 Year,Yes,34015.0,26.0,27,1
16264,Male,64,1,39.0,0,1-2 Year,Yes,30719.0,26.0,160,0
86571,Male,20,1,31.0,1,< 1 Year,Yes,2630.0,160.0,158,0
69452,Male,30,1,8.0,1,< 1 Year,No,35642.0,152.0,158,0
14820,Male,23,1,11.0,1,< 1 Year,No,36870.0,152.0,258,0
40991,Male,34,1,28.0,1,1-2 Year,No,44562.0,26.0,222,0
11141,Male,51,1,8.0,0,1-2 Year,Yes,29957.0,124.0,91,0
55808,Male,23,1,29.0,0,< 1 Year,Yes,32243.0,151.0,12,0
70039,Male,42,1,48.0,1,1-2 Year,No,2630.0,26.0,109,0
72578,Female,23,1,13.0,0,< 1 Year,Yes,26207.0,152.0,250,0
81178,Female,36,1,28.0,0,1-2 Year,Yes,41189.0,124.0,277,1
32576,Male,30,1,41.0,0,< 1 Year,Yes,2630.0,26.0,159,0
3931,Male,30,1,28.0,0,1-2 Year,Yes,24915.0,155.0,198,0
56542,Female,25,1,15.0,0,< 1 Year,Yes,29247.0,152.0,276,0
1815,Female,34,1,28.0,0,1-2 Year,No,49205.0,124.0,146,0
35206,Female,24,1,15.0,0,< 1 Year,No,38160.0,122.0,222,0
45143,Male,53,1,28.0,0,1-2 Year,Yes,39319.0,122.0,212,0
57451,Male,51,1,51.0,1,1-2 Year,Yes,30405.0,124.0,283,0
14005,Male,46,1,28.0,0,1-2 Year,Yes,38935.0,124.0,287,0
90212,Male,61,1,28.0,0,1-2 Year,Yes,43798.0,26.0,297,0
75916,Female,23,1,8.0,1,< 1 Year,No,41687.0,152.0,152,0
91373,Female,23,1,15.0,0,< 1 Year,No,45093.0,152.0,110,0
86302,Female,52,1,46.0,0,1-2 Year,Yes,2630.0,124.0,45,0
5944,Male,65,1,28.0,1,1-2 Year,No,71466.0,26.0,40,0
168,Female,26,1,8.0,0,< 1 Year,Yes,89282.0,152.0,101,0
22404,Female,28,1,35.0,0,< 1 Year,Yes,37086.0,152.0,56,0
61878,Female,44,1,28.0,0,1-2 Year,Yes,46014.0,122.0,133,0
95447,Male,21,1,43.0,1,< 1 Year,No,28112.0,160.0,134,0
91162,Male,21,1,46.0,1,< 1 Year,No,34620.0,152.0,186,0
78600,Female,28,1,15.0,1,< 1 Year,No,29801.0,152.0,54,0
7958,Male,53,1,28.0,0,1-2 Year,Yes,50797.0,26.0,50,0
78598,Male,24,1,13.0,1,< 1 Year,No,24947.0,152.0,133,0
53460,Male,26,1,35.0,0,< 1 Year,Yes,28727.0,152.0,299,1
94420,Male,28,1,28.0,0,< 1 Year,Yes,52617.0,124.0,50,1
1519,Female,39,1,39.0,0,1-2 Year,Yes,35159.0,124.0,32,1
56300,Female,22,1,8.0,1,< 1 Year,No,48273.0,152.0,133,0
104,Female,22,1,8.0,1,< 1 Year,No,39816.0,152.0,156,0
55804,Male,27,1,27.0,1,< 1 Year,No,25706.0,152.0,161,0
